Category,Complaint,Age,Level,Gender,Frequency of Complaint,Resolution of Complaint,Impact
Academic,Few academic competitions hosted within departments,20,200,Female,First time,No,Only me
Academic,Library access limited during exam periods due to overcrowding,17,300,Female,First time,No,Only me
Academic,Few international student orientation programs,17,200,Male,First time,Yes,Only me
Academic,Lack of structured feedback sessions for course improvement,19,300,Female,First time,Yes,Only me
Academic,Professors not sharing lecture slides despite student requests,19,200,Male,Ongoing Issue,Yes,Only me
Academic,Difficulty in accessing archived research papers,20,200,Male,Ongoing Issue,No,My class/group
Academic,Insufficient online test proctoring solutions,18,200,Female,First time,Yes,Only me
Academic,Limited book borrowing duration for research materials,18,300,Female,First time,Yes,Only me
Academic,Poor communication between departments about shared courses,20,200,Female,First time,No,Only me
Academic,No automated reminders for important academic deadlines,20,300,Female,First time,No,Entire department
Academic,University app frequently crashing when students try to log in,17,200,Female,2-3  times,Yes,Only me
Academic,No clear process for switching from full-time to part-time status,20,300,Male,First time,Yes,Only me
Academic,Limited awareness of mental health support for students,20,200,Female,First time,Yes,Only me
Academic,No emergency response plan for students with disabilities in campus facilities,17,300,Male,First time,No,Only me
Academic,,19,200,Male,First time,Yes,Only me
Academic,"9. ""I think it's important for the university to recognize the challenges that international students face and provide more support and resources to help us succeed academically and socially.""",18,200,Female,Ongoing Issue,Yes,Only me
Academic,"10. ""Sometimes I feel like my cultural background is a barrier to making friends and fitting in with the rest of the student body. It's hard to know how to bridge that gap and find common ground with people who have such different experiences than me.""",20,200,Female,Ongoing Issue,No,Only me
Academic,"11. ""I appreciate the efforts of my professors and classmates to help me feel included and supported, but there are still times when I feel like I'm on the outside looking in. It's a tough position to be in.""",18,300,Female,First time,No,My class/group
Academic,"12. ""I think it would be helpful if the university provided more opportunities for international students to get involved in campus organizations and clubs. That way, we could meet more people and feel more connected to the campus community.""",17,200,Female,First time,Yes,Only me
Academic,"13. ""I sometimes feel like I'm not taken seriously or my ideas aren't valued because of my accent or the way I express myself. It's discouraging and makes me feel like I don't belong.""",19,300,Female,First time,Yes,Only me
Academic,"14. ""I appreciate the efforts of the university to create a welcoming environment for international students, but sometimes it feels like a lot of the burden is placed on us to adapt and assimilate. It would be nice to have more support and understanding from the rest of the campus community.""",17,200,Male,First time,Yes,Only me
Academic,"15. ""I've been trying to connect with other international students who speak the same language as me, but it's been difficult to find people who share my interests and hobbies. It can be isolating.""",18,300,Female,2-3  times,No,Entire department
Academic,"16. ""I think it's important for the university to provide more cultural competency training for all students and faculty. That way, we can all learn how to better communicate and interact with people from different backgrounds.""",19,200,Male,First time,Yes,Only me
Academic,"17. ""Sometimes I feel like my language and cultural differences are all people see when they look at me. I want to be recognized for my talents and abilities, not just my background.""",19,300,Male,First time,Yes,Only me
Academic,"18. ""I think it's important for the university to create more opportunities for international students",20,200,Female,First time,No,Only me
Academic,"1. ""I feel isolated and lonely sometimes because I can't connect with other students due to the language barrier. It's hard to join conversations and make friends when you don't speak the same language.""",17,200,Female,First time,No,Only me
Academic,"2. ""I love the diversity on campus, but sometimes it's hard to communicate with international students because of the cultural differences. It can be frustrating trying to understand their perspectives and vice versa.""",20,200,Female,Ongoing Issue,Yes,Only me
Academic,"3. ""I think it would be helpful if the university provided more opportunities for international and domestic students to interact and learn from each other. Maybe language classes or cultural events.""",20,300,Female,Ongoing Issue,Yes,Only me
Academic,"4. ""I feel like I'm missing out on a lot because I can't fully participate in class discussions and group projects. It's hard to contribute when you don't have a full understanding of the language.""",18,200,Female,First time,Yes,Only me
Academic,"5. ""I appreciate the efforts that some professors make to accommodate international students, but I think there could be more support and resources available. Maybe a tutoring program or language exchange program.""",19,300,Male,First time,No,My class/group
Academic,"6. ""It's frustrating when professors and classmates assume that all students are familiar with certain cultural references or idioms. It would be nice if there was more education and awareness around cultural differences.""",18,200,Female,First time,Yes,Only me
Academic,"7. ""I've noticed that some international students are hesitant to speak up in class or ask questions because they're afraid of being misunderstood or judged. It would be great if the university provided more opportunities for them to practice their language skills in a safe and supportive environment.""",18,300,Male,First time,Yes,Only me
Academic,"8. ""I think it would be helpful if the university provided more resources for international students who are struggling with language or cultural barriers. Maybe a mentorship program or support group.""",17,200,Male,2-3  times,No,Only me
Academic,"9. ""As a domestic student, I sometimes feel guilty that I don't know more about other cultures and languages. I wish there were more opportunities for me to learn and engage with international students.""",18,300,Female,First time,No,Entire department
Academic,"10. ""I've had some great conversations and learned a lot from international students, but it can still be frustrating when we can't fully communicate. I think the university should invest more in language and culture education for all students.""",18,200,Female,First time,Yes,Only me
Academic,"11. ""I feel like I'm missing out on some of the benefits of a diverse student body because I can't fully connect with international students. It would be great if there were more opportunities for us to interact and learn from each other.""",19,200,Female,First time,Yes,Only me
Academic,"12. ""I think it's important for the university to prioritize language and cultural diversity in its recruitment efforts. We need more international students and domestic students from diverse backgrounds to create a truly inclusive community.""",17,200,Female,First time,Yes,Only me
Academic,"13. ""It can be difficult to navigate social situations with international students because there are often cultural norms and expectations that I'm not familiar with. I wish there were more resources available to help bridge these gaps.""",20,300,Female,Ongoing Issue,No,Only me
Academic,"14. ""I think it's important for the university to create a welcoming and inclusive environment for all students, regardless of their language or cultural background. We should celebrate our differences and learn from each other.""",17,200,Male,Ongoing Issue,Yes,Only me
Academic,"15. ""Sometimes I feel like there's a divide between international and domestic students, and it's hard to bridge that gap. I think the university should do more to encourage and facilitate cross-cultural interactions.""",18,300,Female,First time,Yes,Only me
Academic,"16. ""I've noticed that some international students struggle with homesickness and feeling isolated. It would be great if the university provided more resources and support for these students.""",17,200,Male,First time,No,Only me
Academic,"17. ""I think it would be helpful if the university offered more language courses for students who want to learn a new language. This would not only help international students, but also domestic students who are interested in language and culture.""",18,300,Male,First time,No,My class/group
Academic,"18. ""I appreciate the diversity on campus, but sometimes it can be hard to navigate the different cultural norms and expectations. It would be great if the university provided more education and awareness around these issues.""",19,200,Female,First time,Yes,Only me
Academic,"19. ""I think it's important for the university to provide opportunities for international students to share their cultures and traditions",17,300,Female,2-3  times,Yes,Only me
Academic,"1. ""I find it difficult to communicate with my peers who are from different countries. Sometimes, I struggle to understand their accents or the way they express themselves.""",17,200,Female,First time,Yes,Only me
Academic,"2. ""As an international student, I often feel left out in group activities as most students prefer to converse in their native language.""",17,200,Female,First time,No,Entire department
Academic,"3. ""It can be frustrating to constantly have to explain my cultural background to others, especially when they don't seem interested in understanding.""",18,200,Female,First time,Yes,Only me
Academic,"4. ""I wish there were more opportunities to learn about different cultures and interact with students from diverse backgrounds.""",17,300,Male,First time,Yes,Only me
Academic,"5. ""The language barrier can make it hard to participate in class discussions, which can be isolating.""",19,200,Female,Ongoing Issue,No,Only me
Academic,"6. ""I often feel like an outsider in social situations, as I struggle to connect with others due to cultural differences.""",19,300,Male,Ongoing Issue,No,Only me
Academic,"7. ""It would be great if the university could organize more events that celebrate cultural diversity and promote inclusivity.""",18,200,Male,First time,Yes,Only me
Academic,"8. ""As an international student, I sometimes feel like I'm being judged based on stereotypes and misconceptions about my home country.""",20,300,Female,First time,Yes,Only me
Academic,"9. ""I find it challenging to make friends with local students, as we often have different interests and experiences.""",20,200,Female,First time,Yes,Only me
Academic,"10. ""There's a lack of awareness and understanding about the challenges faced by international students, which can make it hard to feel supported.""",18,300,Female,First time,No,My class/group
Academic,"11. ""I wish there were more language support programs available to help me improve my English skills.""",19,200,Female,2-3  times,Yes,Only me
Academic,"12. ""It can be tough to adapt to a new culture and environment, especially when there are cultural differences that I'm not used to.""",20,200,Female,First time,Yes,Only me
Academic,"13. ""I feel like I have to constantly explain myself and my culture to others, which can be exhausting.""",19,200,Male,First time,No,Only me
Academic,"14. ""It's hard to make connections with people when you don't share the same cultural references and experiences.""",17,300,Female,First time,No,Entire department
Academic,"15. ""Sometimes, I feel like my accent is a barrier to effective communication with my peers and professors.""",18,200,Male,First time,Yes,Only me
Academic,"16. ""I wish there were more opportunities for international and local students to collaborate and work together on projects.""",18,300,Male,Ongoing Issue,Yes,Only me
Academic,"17. ""There's a lack of cultural sensitivity and awareness on campus, which can lead to misunderstandings and conflicts.""",17,200,Female,Ongoing Issue,Yes,Only me
Academic,"18. ""It's frustrating when people make assumptions about me based on my race or ethnicity, without taking the time to get to know me as an individual.""",17,300,Female,First time,No,Only me
Academic,"19. ""As an international student, I sometimes feel like I'm not taken seriously in academic settings because of my accent or cultural background.""",20,200,Female,First time,Yes,Only me
Academic,"20. ""I would love to see more cultural exchange programs offered by the university to help students learn from each other.""",18,300,Female,First time,Yes,Only me
Academic,"21. ""It can be difficult to find common ground with people from vastly different cultures and backgrounds.""",17,200,Female,First time,No,Only me
Academic,"22. ""I wish there were more resources available to help international students navigate the challenges of studying abroad.""",18,200,Male,2-3  times,No,My class/group
Academic,"23. ""I sometimes feel like I have to compromise my cultural identity in order to fit in with my peers.""",18,200,Female,First time,Yes,Only me
Academic,"24. ""It can be tough to balance the demands of academic work with the challenges of adapting to a new culture.""",19,300,Male,First time,Yes,Only me
Academic,"25. ""I wish there were more opportunities to learn about the local culture and customs, as well as share my own cultural traditions with others.""",18,200,Male,First time,Yes,Only me
Academic,"26. ""Sometimes, I feel like I'm not able to fully express myself or my opinions in discussions because of language barriers.""",19,300,Female,First time,No,Entire department
Academic,"27. ""I would appreciate it if the university could offer more language support services to help me improve my communication skills.""",17,200,Female,Ongoing Issue,Yes,Only me
Academic,"28. ""It can be hard to navigate the social scene on campus when you don't share the same interests or cultural background as most students.""",20,300,Female,Ongoing Issue,Yes,Only me
Academic,"29. ""I find it difficult to build relationships with professors and academic advisors because of the language and cultural barriers.""",20,200,Female,First time,No,Only me
Academic,"30. ""I wish there were more opportunities for international students to share their perspectives and experiences with the wider campus community.""",18,300,Female,First time,No,Only me
Academic,The online learning experience has been difficult due to poor internet connectivity and frequent technical difficulties.,17,200,Male,First time,Yes,Only me
Academic,Limited access to online resources has made it difficult to complete assignments and stay on track with coursework.,20,200,Female,First time,Yes,Only me
Academic,Time zone differences for online classes have been a challenge for international students who have to adjust their schedules to accommodate the class times.,19,200,Male,2-3  times,Yes,Only me
Academic,"Professors have limited availability during online classes, which has made it difficult to get the support needed to succeed in the course.",18,300,Male,First time,No,My class/group
Academic,"Online students have limited access to internships and job opportunities, which puts them at a disadvantage compared to on-campus students.",18,200,Female,First time,Yes,Only me
Academic,The lack of face-to-face interaction in online classes has made it difficult to engage with peers and build relationships with professors.,20,300,Female,First time,Yes,Only me
Academic,Technical difficulties with online classes have caused some students to fall behind on coursework and struggle to catch up.,18,200,Female,First time,No,Only me
Academic,Limited access to online resources has made it difficult to find and access the materials needed to complete assignments and study for exams.,18,300,Female,Ongoing Issue,No,Entire department
Academic,Time zone differences for online classes have made it challenging to balance coursework with other commitments and responsibilities.,18,200,Female,Ongoing Issue,Yes,Only me
Academic, Limited availability of professors during online classes has made it difficult to get timely feedback and support on coursework.,17,300,Male,First time,Yes,Only me
Academic, Online students often miss out on networking opportunities and face-to-face interactions with professors and peers.,19,200,Female,First time,Yes,Only me
Academic," The lack of access to on-campus resources, such as the library and student support services, has put online students at a disadvantage.",17,200,Male,First time,No,Only me
Academic, Technical difficulties with online classes have caused some students to become frustrated and lose motivation.,20,200,Male,First time,Yes,Only me
Academic, Limited access to online resources has made it difficult to fully engage with course material and succeed in the class.,20,300,Female,2-3  times,Yes,Only me
Academic, Time zone differences for online classes have made it difficult to attend live lectures and participate in group activities.,18,200,Female,First time,No,Only me
Academic, Limited availability of professors during online classes has made it difficult to get personalized attention and support.,17,300,Female,First time,No,My class/group
Academic, Online students often feel isolated and disconnected from the campus community.,18,200,Female,First time,Yes,Only me
Academic, Technical difficulties with online classes have caused some students to question the effectiveness of online learning.,18,300,Female,First time,Yes,Only me
Academic, Limited access to online resources has made it difficult to stay organized and keep track of assignments and deadlines.,20,200,Male,Ongoing Issue,Yes,Only me
Academic, Time zone differences for online classes have made it difficult to balance coursework with work and other responsibilities.,20,300,Female,Ongoing Issue,No,Entire department
Academic, Limited availability of professors during online classes has made it difficult to get the guidance needed to succeed in the course.,20,200,Male,First time,Yes,Only me
Academic, Online students often struggle to stay motivated and engaged in their coursework without the support of in-person interactions.,18,200,Male,First time,Yes,Only me
Academic, Technical difficulties with online classes have caused some students to fall behind and struggle to catch up.,20,200,Female,First time,No,Only me
Academic, Limited access to online resources has made it difficult to fully participate in class discussions and activities.,17,300,Female,First time,No,Only me
Academic, Time zone differences for online classes have made it difficult to attend office hours and get individualized attention from professors.,18,200,Female,2-3  times,Yes,Only me
Academic, Limited availability of professors during online classes has made it difficult to get timely feedback on assignments and exams.,19,300,Female,First time,Yes,Only me
Academic, Online students often feel like they are missing out on the full college experience by not being on campus.,20,200,Female,First time,Yes,Only me
Academic, Technical difficulties with online classes have caused some students to become discouraged and lose motivation.,20,300,Male,First time,No,My class/group
Academic, Limited access to online resources has made it difficult to access additional support and resources for struggling students.,20,200,Female,First time,Yes,Only me
Academic, Time zone differences for online classes have made it difficult to participate in group projects and work collaboratively with peers.,20,300,Male,Ongoing Issue,Yes,Only me
Academic,Online classes are not the same as in-person classes. I find it hard to stay engaged and motivated with online learning.,17,200,Male,Ongoing Issue,No,Only me
Academic,Technical issues with the online platform make it difficult to participate in class and complete assignments.,20,200,Female,First time,No,Entire department
Academic,The lack of in-person interaction and support from professors has been challenging in my online courses.,17,200,Female,First time,Yes,Only me
Academic,Online classes require a lot of self-discipline and time management skills that not all students have developed yet.,17,300,Female,First time,Yes,Only me
Academic,It is difficult to build relationships with classmates and professors in an online setting.,18,200,Female,First time,Yes,Only me
Academic,"The quality of education in online classes is not the same as in-person classes, and it can be frustrating to pay full tuition for a lesser experience.",17,300,Female,2-3  times,No,Only me
Academic,The lack of access to campus resources and facilities is a major downside to online classes.,18,200,Male,First time,Yes,Only me
Academic,The time difference for international students can make it difficult to attend online classes and participate in group projects.,20,300,Female,First time,Yes,Only me
Academic,The lack of face-to-face interaction in online classes makes it hard to ask questions and receive feedback.,17,200,Male,First time,No,Only me
Academic," The online format can be especially challenging for hands-on courses like art, music, and lab-based sciences.",17,300,Male,First time,No,My class/group
Academic, Limited access to technical resources and software can hinder the learning experience in online classes.,17,200,Female,Ongoing Issue,Yes,Only me
Academic," It is challenging to maintain focus and avoid distractions during online classes, especially for students living in crowded or noisy environments.",19,200,Female,Ongoing Issue,Yes,Only me
Academic, The increased screen time from online classes can cause eye strain and fatigue.,19,200,Female,First time,Yes,Only me
Academic, Online exams and assessments can be more challenging and stressful than in-person tests.,20,300,Female,First time,No,Entire department
Academic, It is difficult to stay motivated and accountable for completing online coursework without the structure of in-person classes.,18,200,Female,First time,Yes,Only me
Academic, Online classes can exacerbate feelings of isolation and loneliness for students who struggle to make connections with peers.,20,300,Male,First time,Yes,Only me
Academic, Technical difficulties with online exams and quizzes can lead to anxiety and frustration.,18,200,Female,2-3  times,No,Only me
Academic, The lack of access to professors during online classes can make it difficult to receive help and feedback on coursework.,20,300,Male,First time,No,Only me
Academic, Online classes can make it harder to balance academic responsibilities with work or family obligations.,17,200,Male,First time,Yes,Only me
Academic, Limited access to internships and job opportunities for online students can hinder their career prospects.,20,300,Female,First time,Yes,Only me
Academic, The lack of networking opportunities and professional development events for online students can be a major drawback.,17,200,Female,First time,Yes,Only me
Academic, The online format can make it challenging to participate in extracurricular activities and clubs.,19,200,Female,Ongoing Issue,No,My class/group
Academic, Online classes can create a sense of disconnection from the campus community and culture.,20,200,Female,Ongoing Issue,Yes,Only me
Academic, It is harder to form study groups and collaborate with classmates in an online setting.,20,300,Female,First time,Yes,Only me
Academic, Technical difficulties with online class recordings can lead to missed lectures and important information.,18,200,Male,First time,No,Only me
Academic, The lack of access to campus facilities like libraries and study spaces can make it harder to study and complete coursework.,18,300,Female,First time,No,Entire department
Academic, Online classes can be particularly challenging for students who need hands-on assistance from professors or peers.,20,200,Male,First time,Yes,Only me
Academic, The lack of in-person support and resources for mental health and wellness can make online classes particularly difficult for some students.,18,300,Male,2-3  times,Yes,Only me
Academic, The lack of access to campus events and activities can make the college experience feel incomplete for online students.,17,200,Female,First time,Yes,Only me
Academic, The limited availability of online courses and programs can make it difficult for students to meet graduation requirements or pursue specific fields of study.,17,300,Female,First time,No,Only me
Academic,"Online classes are a convenient way to learn, but the technical difficulties I faced this semester made it very frustrating.",18,200,Female,First time,Yes,Only me
Academic,"I struggled with finding all the necessary resources for my online classes, and the limited access to them made it even harder.",17,200,Female,First time,Yes,Only me
Academic,Being in a different time zone than my online classes made it hard to participate in live discussions and group work.,17,200,Female,Ongoing Issue,No,Only me
Academic,It was difficult to get in touch with my professors during online classes and I often had to wait for days to receive a response.,20,300,Male,Ongoing Issue,No,My class/group
Academic,"As an online student, I feel like I'm missing out on internship and job opportunities that are only available to in-person students.",20,200,Female,First time,Yes,Only me
Academic,The lack of interaction and engagement in my online classes made it hard to stay motivated and focused on the material.,18,300,Male,First time,Yes,Only me
Academic,I wish there were more opportunities for online students to collaborate and connect with each other.,17,200,Male,First time,Yes,Only me
Academic,"The online platform we use for classes is outdated and difficult to navigate, which makes the learning experience more frustrating.",20,300,Female,First time,No,Entire department
Academic,"I struggled with managing my time effectively during online classes, especially with other commitments like work and family.",18,200,Female,2-3  times,Yes,Only me
Academic, The lack of face-to-face interaction in my online classes made it hard to build relationships with my classmates and professors.,18,300,Female,First time,Yes,Only me
Academic, The limited access to online tutoring and academic support made it hard to succeed in my classes.,17,200,Female,First time,No,Only me
Academic," I experienced a lot of technical difficulties during my online exams, which caused me a lot of stress and anxiety.",20,200,Female,First time,No,Only me
Academic," The online class discussion boards were often filled with unhelpful and irrelevant comments, which made it hard to engage with the material.",19,200,Male,First time,Yes,Only me
Academic," I feel like I'm not getting my money's worth with online classes, as the learning experience isn't the same as in-person classes.",18,300,Female,Ongoing Issue,Yes,Only me
Academic, It's hard to feel connected to my university and the campus community when I'm taking classes online from a different location.,17,200,Male,Ongoing Issue,Yes,Only me
Academic, The lack of structure and routine in my online classes made it hard to stay motivated and focused on the material.,19,300,Male,First time,No,My class/group
Academic," I had difficulty adjusting to the online learning environment, and I feel like I'm not getting the same quality education as in-person students.",20,200,Female,First time,Yes,Only me
Academic, The online classes are not accommodating to students with different learning styles and preferences.,17,300,Female,First time,Yes,Only me
Academic, The lack of in-person feedback and interaction with my professors made it hard to improve my skills and knowledge.,18,200,Female,First time,No,Only me
Academic," As an online student, I feel isolated and disconnected from the campus community and extracurricular activities.",20,300,Female,2-3  times,No,Entire department
Academic, The limited access to online library resources and research databases made it hard to complete assignments and projects.,18,200,Female,First time,Yes,Only me
Academic," It's frustrating to have to rely on technology for my education, especially when it's not always reliable or user-friendly.",18,200,Male,First time,Yes,Only me
Academic," I feel like online classes aren't preparing me for the real world and workplace, where in-person communication and collaboration are essential skills.",17,200,Female,First time,Yes,Only me
Academic," The online platform we use for classes is not accessible for students with disabilities, which is a major issue.",17,300,Male,First time,No,Only me
Academic, I wish there were more opportunities for online students to interact with professors and receive feedback on their work.,18,200,Male,Ongoing Issue,Yes,Only me
Academic, The lack of structure and clear expectations in my online classes made it hard to know what was expected of me and how to succeed.,18,300,Female,Ongoing Issue,Yes,Only me
Academic," As an online student, I feel like I'm not receiving the same level of support and resources as in-person students.",18,200,Female,First time,No,Only me
Academic," I had to spend a lot of money on additional technology and equipment to participate in my online classes, which was a financial burden.",17,300,Female,First time,No,My class/group
Academic, The lack of hands-on learning and practical experience in my online classes made it hard to apply the knowledge to real-world situations.,19,200,Female,First time,Yes,Only me
Academic, I feel like I'm missing out on the social and networking opportunities that come with in-person classes and campus events.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Repeated cases of theft in rooms with no security intervention.,17,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),Malfunctioning or broken door locks leading to safety concerns.,17,200,Female,First time,No,Entire department
Non-Academic(Hostel),Flooding in hallways and rooms due to plumbing failure.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),"Severe pest infestation (bed bugs, cockroaches, rats) making rooms unlivable.",17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),Lack of access to clean water for extended periods.,18,200,Female,First time,No,Only me
Non-Academic(Hostel),Collapsing ceiling or major structural damage in rooms or hallways.,19,300,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),"Power outage lasting for days, affecting security and daily activities.",17,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Clogged toilets overflowing into rooms and common areas.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),"Elevator failure in multi-story hostel, making access difficult for disabled students.",18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Unresolved cases of harassment within the hostel premises.,19,300,Male,First time,No,My class/group
Non-Academic(Hostel),No response to multiple complaints about an aggressive hostel resident.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Food poisoning cases linked to the hostel cafeteria food.,17,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),Sudden eviction notices with no prior warning or alternative arrangements.,20,200,Male,First time,No,Only me
Non-Academic(Hostel),"Hostel entrance gate left open at night, compromising security.",18,300,Female,First time,No,Entire department
Non-Academic(Hostel),Expired fire extinguishers with no replacements available.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Washing machine drainage flooding hostel corridors.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Gas leak in the hostel kitchen left unaddressed.,18,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Severe mold growth in rooms causing allergic reactions and respiratory issues.,17,300,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Unauthorized persons constantly gaining access to the hostel.,20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Lack of emergency medical assistance when a resident faints in the common area.,19,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Medium Urgency Complaints (Important Issues – Needs Resolution Soon),19,200,Male,First time,No,Only me
Non-Academic(Hostel),Unreliable Wi-Fi connection making online study difficult.,18,200,Male,First time,No,My class/group
Non-Academic(Hostel),Lack of proper ventilation in rooms causing discomfort.,20,200,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Frequent water shortages in shared bathrooms.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Hostel staff ignoring maintenance requests for leaking roofs.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Unfair room allocation system leading to overcrowding in some areas.,19,300,Female,First time,No,Entire department
Non-Academic(Hostel),Inconsistent hot water supply in bathrooms.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Broken or missing furniture in assigned rooms.,19,300,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),High levels of noise at night disrupting sleep and study.,19,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Hostel rules being enforced selectively among students.,20,300,Male,First time,No,Only me
Non-Academic(Hostel),Unhygienic kitchen area due to poor maintenance.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Lack of a private study area for residents.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Poor drainage system leading to stagnant water around the hostel.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Broken intercoms making communication with hostel authorities difficult.,19,300,Female,2-3  times,No,My class/group
Non-Academic(Hostel),Excessive restrictions on visitors despite being a unisex hostel.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Poor lighting in hostel hallways creating safety concerns.,17,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Limited power outlets in rooms causing inconvenience.,20,200,Male,First time,No,Only me
Non-Academic(Hostel),"Lack of a designated smoking area, leading to smoke spreading in corridors.",17,300,Female,First time,No,Entire department
Non-Academic(Hostel),Residents throwing trash irresponsibly due to lack of trash bins.,17,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Unavailability of hostel staff on weekends for emergency issues.,17,300,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Faulty fans or air conditioning units in common areas.,19,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Laundry services being too expensive for students.,17,200,Female,First time,No,Only me
Non-Academic(Hostel),No designated storage area for students leaving items over semester breaks.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Room doors making loud creaking noises when opened.,18,300,Female,First time,Yes,Only me
Non-Academic(Hostel),No comfortable seating in the common area for relaxation.,17,200,Female,2-3  times,No,Only me
Non-Academic(Hostel),Unattractive hostel exterior compared to other residence halls.,20,300,Male,First time,No,My class/group
Non-Academic(Hostel),Inconsistent cleaning schedules leading to dirty corridors at times.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of community-building events for hostel residents.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),No wall-mounted notice board for important announcements.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Limited supply of hostel keys for roommates needing separate access.,17,300,Female,Ongoing Issue,No,Entire department
Non-Academic(Hostel),Overly strict curfew policies causing inconvenience.,19,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Hostel gym equipment being outdated and rarely maintained.,20,200,Female,First time,Yes,Only me
Non-Academic(Hostel),No bike racks outside the hostel for students who cycle.,18,200,Female,First time,No,Only me
Non-Academic(Hostel),Washing machines taking too long to complete cycles.,17,300,Female,First time,No,Only me
Non-Academic(Hostel),Lack of recreational space for residents to unwind.,17,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Hostel pet policy being too restrictive despite emotional support animal needs.,18,300,Female,2-3  times,Yes,Only me
Non-Academic(Hostel),Inadequate charging ports in shared study areas.,18,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Windows being hard to open due to old frames.,20,300,Male,First time,No,My class/group
Non-Academic(Hostel),No feedback system for students to rate hostel management services.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lacking vending machines for late-night snacks or drinks.,20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Limited hostel staff responsiveness to minor repair requests.,19,200,Female,Ongoing Issue,No,Only me
Non-Academic(Hostel),Repeated cases of theft in rooms with no security intervention.,18,200,Female,Ongoing Issue,No,Entire department
Non-Academic(Hostel),Malfunctioning or broken door locks leading to safety concerns.,18,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Flooding in hallways and rooms due to plumbing failure.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),"Severe pest infestation (bed bugs, cockroaches, rats) making rooms unlivable.",17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),Lack of access to clean water for extended periods.,18,300,Male,First time,No,Only me
Non-Academic(Hostel),Collapsing ceiling or major structural damage in rooms or hallways.,18,200,Male,2-3  times,Yes,Only me
Non-Academic(Hostel),"Power outage lasting for days, affecting security and daily activities.",20,300,Female,First time,Yes,Only me
Non-Academic(Hostel),Clogged toilets overflowing into rooms and common areas.,19,200,Female,First time,No,Only me
Non-Academic(Hostel),"Elevator failure in multi-story hostel, making access difficult for disabled students.",20,300,Female,First time,No,My class/group
Non-Academic(Hostel),Unresolved cases of harassment within the hostel premises.,17,200,Female,First time,Yes,Only me
Non-Academic(Hostel),No response to multiple complaints about an aggressive hostel resident.,20,200,Female,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Food poisoning cases linked to the hostel cafeteria food.,18,200,Male,Ongoing Issue,Yes,Only me
Non-Academic(Hostel),Sudden eviction notices with no prior warning or alternative arrangements.,20,300,Female,First time,No,Entire department
Non-Academic(Hostel),"Hostel entrance gate left open at night, compromising security.",20,200,Male,First time,Yes,Only me
Non-Academic(Hostel),Expired fire extinguishers with no replacements available.,17,300,Male,First time,Yes,Only me
Non-Academic(Hostel),Washing machine drainage flooding hostel corridors.,17,200,Female,First time,No,Only me
Non-Academic(Hostel),Gas leak in the hostel kitchen left unaddressed.,19,300,Female,2-3  times,No,Only me
Non-Academic(Hostel),Severe mold growth in rooms causing allergic reactions and respiratory issues.,18,200,Female,First time,Yes,Only me
